Meshblock (2013 areas),Area unit code (2013 areas),Area unit description,Ward code (2013 areas),Ward description,Local board code (2013 areas),Local board area description,Territorial authority code (2013 areas),Territorial authority area description,Regional council code (2013 areas),Regional council area description
MB 0489300,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489400,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489500,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489600,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489700,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489801,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489802,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0489900,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490000,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490100,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490200,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490300,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490400,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490500,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490600,516202,Waiata,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490701,516001,Mt Hobson,07605,Waitemata and Gulf Ward,07610,Waitemata Local Board Area,076,Auckland,02,Auckland Region
MB 0490703,516001,Mt Hobson,07605,Waitemata and Gulf Ward,07610,Waitemata Local Board Area,076,Auckland,02,Auckland Region
MB 0490704,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0490800,516001,Mt Hobson,07605,Waitemata and Gulf Ward,07610,Waitemata Local Board Area,076,Auckland,02,Auckland Region
MB 0490900,516001,Mt Hobson,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0491000,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491100,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491200,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491301,516001,Mt Hobson,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0491302,516001,Mt Hobson,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0491400,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491500,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491600,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491700,516001,Mt Hobson,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491800,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0491900,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492000,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492100,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492200,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492300,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492400,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492500,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492600,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492700,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492800,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0492900,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493000,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493100,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493200,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493300,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493400,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493500,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493600,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493700,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0493800,516001,Mt Hobson,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0493900,516002,Remuera South,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0494000,516002,Remuera South,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0494100,516002,Remuera South,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0494200,516002,Remuera South,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494300,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494400,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494500,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494600,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494700,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494802,520201,Ellerslie North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494803,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494804,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494805,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494806,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494807,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0494901,516003,Abbotts Park,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0494902,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495000,516003,Abbotts Park,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0495100,516003,Abbotts Park,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0495200,516003,Abbotts Park,07607,Albert-Eden-Roskill Ward,07612,Albert-Eden Local Board Area,076,Auckland,02,Auckland Region
MB 0495300,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495400,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495500,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495600,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495700,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495800,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0495900,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496000,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496101,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496102,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496201,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496202,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496203,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496300,516003,Abbotts Park,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496400,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496500,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496600,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496700,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496800,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0496900,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497000,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497100,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497200,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497300,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497400,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497500,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497600,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497700,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497800,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0497900,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498000,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498100,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498201,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498202,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498300,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498400,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498500,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498600,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498700,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498801,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498802,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0498900,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499000,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499100,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499200,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499301,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499302,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499400,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499501,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499502,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499600,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499700,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499801,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499802,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499803,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499804,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0499900,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500000,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500100,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500200,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500300,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500400,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500500,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500600,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500700,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500800,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0500900,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501000,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501101,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501102,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501103,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501104,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501105,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501200,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501301,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501302,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501400,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501500,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501600,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501700,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501800,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501901,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501902,516400,Orakei North,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0501903,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502000,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502100,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502201,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502202,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502300,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502400,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502500,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502601,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502602,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502700,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502800,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0502900,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0503000,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0503100,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0503200,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0503300,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
MB 0503401,516500,Mission Bay,07608,Orakei Ward,07614,Orakei Local Board Area,076,Auckland,02,Auckland Region
